battle,battleLabel,date,place,placeLabel,coordinates,country,countryLabel,troops
http://www.wikidata.org/entity/Q113464193,Бои за Соледар,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2399843,Соледар,Point(38.074166666 48.690833333),http://www.wikidata.org/entity/Q193159,Вооружённые силы Российской Федерации,
http://www.wikidata.org/entity/Q113464193,Бои за Соледар,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2399843,Соледар,Point(38.074166666 48.690833333),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q113686822,Бои за Орехов,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q521105,Орехов,Point(35.783333333 47.566666666),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q112842362,бои за Угледар,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2416423,Угледар,Point(37.25 47.783333333),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q112245529,бои за Марьинку,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2494365,Марьинка,Point(37.5 47.941666666),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q113464193,Бои за Соледар,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4367424,Подгородное,Point(38.074166666 48.690833333),http://www.wikidata.org/entity/Q193159,Вооружённые силы Российской Федерации,
http://www.wikidata.org/entity/Q113464193,Бои за Соледар,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4367424,Подгородное,Point(38.074166666 48.690833333),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q113686825,бои за Великую Новосёлку,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4106309,Великая Новосёлка,Point(36.833333333 47.833333333),http://www.wikidata.org/entity/Q193159,Вооружённые силы Российской Федерации,
http://www.wikidata.org/entity/Q113464193,Бои за Соледар,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4237920,Красная Гора,Point(38.074166666 48.690833333),http://www.wikidata.org/entity/Q193159,Вооружённые силы Российской Федерации,
http://www.wikidata.org/entity/Q113686825,бои за Великую Новосёлку,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4106309,Великая Новосёлка,Point(36.833333333 47.833333333),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q113464193,Бои за Соледар,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4237920,Красная Гора,Point(38.074166666 48.690833333),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q111383245,бои за Авдеевку,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q791673,Авдеевка,Point(37.77 48.13),http://www.wikidata.org/entity/Q193159,Вооружённые силы Российской Федерации,
http://www.wikidata.org/entity/Q111383245,бои за Авдеевку,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q791673,Авдеевка,Point(37.77 48.13),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q111383229,бои за Васильевку,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q712272,Васильевка,Point(35.283333333 47.433333333),http://www.wikidata.org/entity/Q193159,Вооружённые силы Российской Федерации,
http://www.wikidata.org/entity/Q111383229,бои за Васильевку,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q712272,Васильевка,Point(35.283333333 47.433333333),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q112206624,бои за Кременную,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2350295,Кременная,Point(38.216666666 49.05),http://www.wikidata.org/entity/Q193159,Вооружённые силы Российской Федерации,
http://www.wikidata.org/entity/Q112206624,бои за Кременную,2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2350295,Кременная,Point(38.216666666 49.05),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q53865794,Битва за Дерну (2018—2019),2019-02-12T00:00:00Z,http://www.wikidata.org/entity/Q211866,Дерна,Point(22.633333333 32.766666666),http://www.wikidata.org/entity/Q935288,Вооружённые силы Ливии,
http://www.wikidata.org/entity/Q53865794,Битва за Дерну (2018—2019),2019-02-12T00:00:00Z,http://www.wikidata.org/entity/Q211866,Дерна,Point(22.633333333 32.766666666),http://www.wikidata.org/entity/Q2429253,Исламское государство Ирака и Леванта,
http://www.wikidata.org/entity/Q53865794,Битва за Дерну (2018—2019),2019-02-12T00:00:00Z,http://www.wikidata.org/entity/Q211866,Дерна,Point(22.633333333 32.766666666),http://www.wikidata.org/entity/Q20630781,Советы шуры моджахедов Дерны,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q928,Филиппины,Point(124.29 8.0),http://www.wikidata.org/entity/Q457786,Родриго Роа Дутерте,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q928,Филиппины,Point(124.29 8.0),http://www.wikidata.org/entity/Q335361,Абу Сайяф,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q928,Филиппины,Point(124.29 8.0),http://www.wikidata.org/entity/Q438061,Вооружённые силы Филиппин,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q928,Филиппины,Point(124.29 8.0),http://www.wikidata.org/entity/Q963772,Национальная полиция Филиппин,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q928,Филиппины,Point(124.29 8.0),http://www.wikidata.org/entity/Q24910076,Мауте,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q592338,Марави,Point(124.29 8.0),http://www.wikidata.org/entity/Q335361,Абу Сайяф,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q592338,Марави,Point(124.29 8.0),http://www.wikidata.org/entity/Q438061,Вооружённые силы Филиппин,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q592338,Марави,Point(124.29 8.0),http://www.wikidata.org/entity/Q457786,Родриго Роа Дутерте,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q592338,Марави,Point(124.29 8.0),http://www.wikidata.org/entity/Q963772,Национальная полиция Филиппин,
http://www.wikidata.org/entity/Q30041564,Сражение в Мараваи,2017-10-23T00:00:00Z,http://www.wikidata.org/entity/Q592338,Марави,Point(124.29 8.0),http://www.wikidata.org/entity/Q24910076,Мауте,
http://www.wikidata.org/entity/Q30140821,Битва за Эр-Ракку,2017-10-17T00:00:00Z,http://www.wikidata.org/entity/Q283368,Эр-Ракка,Point(39.016666666 35.95),http://www.wikidata.org/entity/Q2429253,Исламское государство Ирака и Леванта,
http://www.wikidata.org/entity/Q30140821,Битва за Эр-Ракку,2017-10-17T00:00:00Z,http://www.wikidata.org/entity/Q283368,Эр-Ракка,Point(39.016666666 35.95),http://www.wikidata.org/entity/Q21096224,Демократические силы Сирии,
http://www.wikidata.org/entity/Q22117640,бои за Авдеевку,2017-01-01T00:00:00Z,http://www.wikidata.org/entity/Q791673,Авдеевка,Point(37.766666666 48.125),http://www.wikidata.org/entity/Q193159,Вооружённые силы Российской Федерации,
http://www.wikidata.org/entity/Q22117640,бои за Авдеевку,2017-01-01T00:00:00Z,http://www.wikidata.org/entity/Q791673,Авдеевка,Point(37.766666666 48.125),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q24467647,битва за Сирт в 2016 году,2016-12-06T00:00:00Z,http://www.wikidata.org/entity/Q26417,Сирт,Point(16.591666666 31.207222222),http://www.wikidata.org/entity/Q145,Великобритания,
http://www.wikidata.org/entity/Q24467647,битва за Сирт в 2016 году,2016-12-06T00:00:00Z,http://www.wikidata.org/entity/Q26417,Сирт,Point(16.591666666 31.207222222),http://www.wikidata.org/entity/Q1016,Ливия,
http://www.wikidata.org/entity/Q24467647,битва за Сирт в 2016 году,2016-12-06T00:00:00Z,http://www.wikidata.org/entity/Q26417,Сирт,Point(16.591666666 31.207222222),http://www.wikidata.org/entity/Q2429253,Исламское государство Ирака и Леванта,
http://www.wikidata.org/entity/Q24467647,битва за Сирт в 2016 году,2016-12-06T00:00:00Z,http://www.wikidata.org/entity/Q26417,Сирт,Point(16.591666666 31.207222222),http://www.wikidata.org/entity/Q22120970,Ливийское правительство национального согласия,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q4702665,Карма,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q794,Иран,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q4702665,Карма,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q4117110,Хади Аль-Амири,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q4702665,Карма,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q5639013,Хайдер Аль-Абади,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q4702665,Карма,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q18712599,Комбинированная объединённая тактическая группа для проведения операции «Непоколебимая решимость»,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q191170,Эль-Фаллуджа,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q796,Ирак,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q4702665,Карма,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q796,Ирак,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q4702665,Карма,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q892014,Касем Сулеймани,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q4702665,Карма,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q19609480,Абу Махди Аль-Мухандис,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q4702665,Карма,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q2429253,Исламское государство Ирака и Леванта,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q191170,Эль-Фаллуджа,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q18712599,Комбинированная объединённая тактическая группа для проведения операции «Непоколебимая решимость»,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q191170,Эль-Фаллуджа,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q19609480,Абу Махди Аль-Мухандис,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q191170,Эль-Фаллуджа,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q2429253,Исламское государство Ирака и Леванта,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q191170,Эль-Фаллуджа,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q4117110,Хади Аль-Амири,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q191170,Эль-Фаллуджа,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q5639013,Хайдер Аль-Абади,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q191170,Эль-Фаллуджа,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q892014,Касем Сулеймани,
http://www.wikidata.org/entity/Q24205448,Битва за Фаллуджу (2016),2016-06-29T00:00:00Z,http://www.wikidata.org/entity/Q191170,Эль-Фаллуджа,Point(43.766666666 33.366666666),http://www.wikidata.org/entity/Q794,Иран,
http://www.wikidata.org/entity/Q22894201,Наступление Аль-Шаддади,2016-02-24T00:00:00Z,http://www.wikidata.org/entity/Q233914,Эль-Хасака,Point(40.730277777 36.056111111),http://www.wikidata.org/entity/Q30,США,
http://www.wikidata.org/entity/Q22894201,Наступление Аль-Шаддади,2016-02-24T00:00:00Z,http://www.wikidata.org/entity/Q233914,Эль-Хасака,Point(40.730277777 36.056111111),http://www.wikidata.org/entity/Q21096224,Демократические силы Сирии,
http://www.wikidata.org/entity/Q22894201,Наступление Аль-Шаддади,2016-02-24T00:00:00Z,http://www.wikidata.org/entity/Q233914,Эль-Хасака,Point(40.730277777 36.056111111),http://www.wikidata.org/entity/Q2429253,Исламское государство Ирака и Леванта,
http://www.wikidata.org/entity/Q21685887,Битва за Рамади в декабре 2015 года,2016-02-09T00:00:00Z,http://www.wikidata.org/entity/Q192961,Эр-Рамади,Point(43.3 33.416666666),http://www.wikidata.org/entity/Q796,Ирак,
http://www.wikidata.org/entity/Q21685887,Битва за Рамади в декабре 2015 года,2016-02-09T00:00:00Z,http://www.wikidata.org/entity/Q192961,Эр-Рамади,Point(43.3 33.416666666),http://www.wikidata.org/entity/Q2429253,Исламское государство Ирака и Леванта,
http://www.wikidata.org/entity/Q20045970,бои за Марьинку,2015-06-03T00:00:00Z,http://www.wikidata.org/entity/Q2494365,Марьинка,Point(37.5 47.941666666),http://www.wikidata.org/entity/Q936105,Вооружённые силы Украины,
http://www.wikidata.org/entity/Q20045970,бои за Марьинку,2015-06-03T00:00:00Z,http://www.wikidata.org/entity/Q2494365,Марьинка,Point(37.5 47.941666666),http://www.wikidata.org/entity/Q111029471,Окупационные войска РФ на Донбассе,
http://www.wikidata.org/entity/Q18639122,Битва за Рамади,2014-11-21T00:00:00Z,http://www.wikidata.org/entity/Q192961,Эр-Рамади,Point(43.3 33.416666666),http://www.wikidata.org/entity/Q796,Ирак,
http://www.wikidata.org/entity/Q18639122,Битва за Рамади,2014-11-21T00:00:00Z,http://www.wikidata.org/entity/Q192961,Эр-Рамади,Point(43.3 33.416666666),http://www.wikidata.org/entity/Q2429253,Исламское государство Ирака и Леванта,
http://www.wikidata.org/entity/Q18071930,Бои за Кобани,2014-09-15T00:00:00Z,http://www.wikidata.org/entity/Q126415,Айн-эль-Араб,Point(38.355555555 36.889722222),http://www.wikidata.org/entity/Q277036,Отряды народной самообороны,
http://www.wikidata.org/entity/Q18071930,Бои за Кобани,2014-09-15T00:00:00Z,http://www.wikidata.org/entity/Q126415,Айн-эль-Араб,Point(38.355555555 36.889722222),http://www.wikidata.org/entity/Q2429253,Исламское государство Ирака и Леванта,
http://www.wikidata.org/entity/Q18071930,Бои за Кобани,2014-09-15T00:00:00Z,http://www.wikidata.org/entity/Q126415,Айн-эль-Араб,Point(38.355555555 36.889722222),http://www.wikidata.org/entity/Q858819,Свободная армия Сирии,
http://www.wikidata.org/entity/Q18071930,Бои за Кобани,2014-09-15T00:00:00Z,http://www.wikidata.org/entity/Q126415,Айн-эль-Араб,Point(38.355555555 36.889722222),http://www.wikidata.org/entity/Q18121212,Интервенция США и их союзников в Сирию,
http://www.wikidata.org/entity/Q18071930,Бои за Кобани,2014-09-15T00:00:00Z,http://www.wikidata.org/entity/Q126415,Айн-эль-Араб,Point(38.355555555 36.889722222),http://www.wikidata.org/entity/Q18395275,YPJ,
